,Type,Did_Player_Win
1470,WATER,False
1471,ROCK,False
1472,DRAGON,False
1473,WATER,False
1474,BUG,False
1475,NORMAL,False
1476,BUG,False
1477,BUG,False
1478,FIRE,False
1479,ELECTRIC,False
1480,ELECTRIC,False
1481,DARK,False
1482,GRASS,False
1483,BUG,False
1484,NORMAL,True
1485,FIGHTING,True
1486,NORMAL,False
1487,ICE,False
1488,WATER,True
1489,WATER,False
1490,FIGHTING,False
1491,WATER,True
1492,ICE,False
1493,PSYCHIC,False
1494,BUG,False
1495,FIRE,False
1496,ROCK,True
1497,FIRE,False
1498,FIGHTING,False
1499,GRASS,False
1500,WATER,False
1501,BUG,False
1502,NORMAL,False
1503,NORMAL,False
1504,STEEL,True
1505,BUG,False
1506,BUG,False
1507,NORMAL,False
1508,GROUND,True
1509,BUG,False
1510,GRASS,False
1511,BUG,False
1512,WATER,True
1513,NORMAL,False
1514,GRASS,False
1515,BUG,False
1516,GHOST,True
1517,DARK,False
1518,FIRE,False
1519,DRAGON,False
1520,NORMAL,False
1521,WATER,False
1522,WATER,False
1523,WATER,False
1524,DARK,False
1525,DARK,False
1526,GHOST,False
1527,ELECTRIC,False
1528,WATER,False
1529,WATER,False
1530,PSYCHIC,False
1531,STEEL,False
1532,NORMAL,False
1533,NORMAL,False
1534,WATER,False
1535,NORMAL,False
1536,WATER,False
1537,GROUND,False
1538,ICE,False
1539,PSYCHIC,False
1540,NORMAL,False
1541,ICE,False
1542,FIGHTING,False
1543,GRASS,False
1544,WATER,True
1545,GHOST,False
1546,BUG,False
1547,ICE,False
1548,BUG,False
1549,FIGHTING,False
1550,FIGHTING,True
1551,FIRE,False
1552,DRAGON,True
1553,NORMAL,False
1554,FIRE,True
1555,DARK,True
1556,BUG,False
1557,DARK,True
1558,NORMAL,False
1559,NORMAL,False
1560,ROCK,False
1561,NORMAL,False
1562,WATER,False
1563,BUG,False
1564,GHOST,False
1565,FIRE,True
1566,PSYCHIC,False
1567,ICE,False
1568,WATER,False
1569,DRAGON,False
1570,POISON,True
1571,WATER,False
1572,NORMAL,False
1573,WATER,False
1574,ICE,False
1575,WATER,False
1576,GRASS,False
1577,FIGHTING,False
1578,FIGHTING,True
1579,BUG,False
1580,ROCK,False
1581,PSYCHIC,False
1582,ICE,False
1583,POISON,False
1584,NORMAL,False
1585,DRAGON,False
1586,ELECTRIC,True
1587,WATER,False
1588,ELECTRIC,False
1589,NORMAL,False
1590,WATER,False
1591,NORMAL,False
1592,DRAGON,False
1593,WATER,False
1594,GRASS,False
1595,NORMAL,True
1596,FIRE,False
1597,NORMAL,False
1598,POISON,True
1599,BUG,False
1600,POISON,False
1601,WATER,False
1602,DARK,False
1603,WATER,False
1604,WATER,False
1605,BUG,False
1606,GRASS,False
1607,BUG,False
1608,NORMAL,False
1609,WATER,False
1610,GROUND,False
1611,NORMAL,False
1612,ELECTRIC,False
1613,FIGHTING,False
1614,WATER,False
1615,BUG,False
1616,FIGHTING,False
1617,GRASS,False
1618,ELECTRIC,False
1619,GROUND,True
1620,NORMAL,False
1621,NORMAL,False
1622,ICE,False
1623,ROCK,False
1624,NORMAL,False
1625,GROUND,False
1626,NORMAL,False
1627,ICE,True
1628,STEEL,False
1629,ICE,False
1630,ROCK,True
1631,FIRE,False
1632,ROCK,False
1633,FIGHTING,False
1634,BUG,False
1635,GRASS,False
1636,WATER,True
1637,BUG,False
1638,BUG,False
1639,NORMAL,False
1640,DARK,False
1641,WATER,False
1642,NORMAL,False
1643,GHOST,False
1644,GHOST,False
1645,ROCK,False
1646,ELECTRIC,False
1647,BUG,True
1648,NORMAL,False
1649,NORMAL,False
1650,GRASS,False
1651,NORMAL,False
1652,GRASS,True
1653,NORMAL,False
1654,POISON,False
1655,FIRE,False
1656,GRASS,False
1657,PSYCHIC,False
1658,NORMAL,True
1659,BUG,False
1660,POISON,False
1661,FIGHTING,False
1662,WATER,False
1663,NORMAL,False
1664,BUG,False
1665,ICE,False
1666,WATER,False
1667,FIRE,False
1668,NORMAL,True
1669,GHOST,False
1670,WATER,False
1671,ELECTRIC,False
1672,BUG,False
1673,FIRE,False
1674,WATER,False
1675,PSYCHIC,False
1676,ELECTRIC,True
1677,NORMAL,False
1678,PSYCHIC,False
1679,STEEL,True
1680,NORMAL,False
1681,GHOST,False
1682,FIGHTING,False
1683,GHOST,False
1684,GRASS,False
1685,FIRE,False
1686,ROCK,True
1687,NORMAL,False
1688,POISON,False
1689,FIRE,False
1690,POISON,False
1691,NORMAL,False
1692,ELECTRIC,False
1693,NORMAL,False
1694,GROUND,True
1695,GRASS,False
1696,FIRE,False
1697,STEEL,False
1698,GRASS,False
1699,FIRE,False
1700,FIRE,False
1701,PSYCHIC,False
1702,GRASS,False
1703,WATER,False
1704,NORMAL,False
1705,ICE,False
1706,FIGHTING,False
1707,WATER,False
1708,WATER,False
1709,NORMAL,False
1710,NORMAL,False
1711,PSYCHIC,False
1712,BUG,True
1713,BUG,False
1714,NORMAL,False
1715,NORMAL,False
1716,NORMAL,False
1717,NORMAL,False
1718,NORMAL,True
1719,WATER,False
1720,DARK,False
1721,WATER,False
1722,ICE,False
1723,GHOST,False
1724,ICE,False
1725,BUG,False
1726,ROCK,False
1727,NORMAL,False
1728,WATER,False
1729,WATER,False
1730,NORMAL,False
1731,DARK,False
1732,WATER,False
1733,GRASS,False
1734,NORMAL,False
1735,BUG,False
1736,GRASS,False
1737,NORMAL,False
1738,WATER,False
1739,WATER,False
1740,WATER,False
1741,WATER,False
1742,FIGHTING,False
1743,GRASS,False
1744,GROUND,False
1745,NORMAL,False
1746,DRAGON,False
1747,FIRE,False
1748,WATER,False
1749,DARK,True
1750,PSYCHIC,False
1751,GROUND,False
1752,POISON,True
1753,NORMAL,False
1754,DRAGON,False
1755,WATER,False
1756,NORMAL,False
1757,WATER,False
1758,DRAGON,True
1759,ELECTRIC,False
1760,ICE,False
1761,BUG,False
1762,ELECTRIC,False
1763,BUG,False
1764,BUG,False
1765,GRASS,False
1766,BUG,True
1767,PSYCHIC,True
1768,BUG,False
1769,PSYCHIC,False
1770,GRASS,False
1771,WATER,True
1772,POISON,False
1773,NORMAL,False
1774,BUG,False
1775,GROUND,False
1776,WATER,False
1777,NORMAL,False
1778,ICE,False
1779,BUG,False
1780,DRAGON,False
1781,PSYCHIC,True
1782,GHOST,False
1783,WATER,False
1784,ICE,False
1785,NORMAL,True
1786,GROUND,False
1787,NORMAL,False
1788,ROCK,False
1789,WATER,False
1790,WATER,False
1791,GROUND,True
1792,GROUND,False
1793,DARK,False
1794,GROUND,False
1795,GRASS,False
1796,GRASS,True
1797,WATER,True
1798,STEEL,False
1799,NORMAL,False
1800,DRAGON,False
1801,WATER,True
1802,BUG,False
1803,GRASS,False
1804,POISON,False
1805,NORMAL,False
1806,ROCK,False
1807,GHOST,False
1808,BUG,True
1809,WATER,False
1810,NORMAL,False
1811,STEEL,False
1812,WATER,False
1813,FIGHTING,False
1814,DARK,False
1815,PSYCHIC,False
1816,WATER,False
1817,BUG,False
1818,NORMAL,False
1819,PSYCHIC,False
1820,ROCK,False
1821,ICE,False
1822,PSYCHIC,False
1823,ROCK,False
1824,FIGHTING,False
1825,WATER,True
1826,WATER,False
1827,WATER,False
1828,ELECTRIC,False
1829,ELECTRIC,False
1830,NORMAL,False
1831,NORMAL,False
1832,STEEL,True
1833,BUG,False
1834,PSYCHIC,False
1835,WATER,False
1836,STEEL,False
1837,WATER,False
1838,WATER,True
1839,WATER,True
1840,WATER,False
1841,NORMAL,False
1842,BUG,False
1843,PSYCHIC,False
1844,WATER,False
1845,STEEL,False
1846,WATER,True
1847,NORMAL,False
1848,GROUND,False
1849,ROCK,False
1850,NORMAL,False
1851,BUG,False
1852,POISON,False
1853,ROCK,False
1854,WATER,False
1855,PSYCHIC,False
1856,WATER,True
1857,PSYCHIC,False
1858,POISON,False
1859,POISON,False
1860,GHOST,False
1861,BUG,False
1862,BUG,False
1863,NORMAL,False
1864,BUG,False
1865,GRASS,False
1866,NORMAL,False
1867,GROUND,False
1868,NORMAL,False
1869,GRASS,False
1870,ROCK,False
1871,WATER,False
1872,WATER,True
1873,STEEL,False
1874,NORMAL,True
1875,BUG,False
1876,WATER,False
1877,ELECTRIC,False
1878,GRASS,False
1879,STEEL,False
1880,NORMAL,False
1881,FIGHTING,False
1882,DARK,True
1883,WATER,False
1884,NORMAL,False
1885,GROUND,False
1886,WATER,False
1887,GRASS,False
1888,BUG,False
1889,WATER,False
1890,GROUND,False
1891,NORMAL,True
1892,NORMAL,False
1893,DRAGON,False
1894,WATER,False
1895,POISON,False
1896,WATER,False
1897,STEEL,False
1898,ELECTRIC,False
1899,BUG,False
1900,GRASS,False
1901,STEEL,False
1902,PSYCHIC,True
1903,ROCK,False
1904,PSYCHIC,False
1905,DRAGON,False
1906,POISON,False
1907,WATER,False
1908,WATER,False
1909,GROUND,False
1910,WATER,False
1911,WATER,False
1912,ICE,False
1913,NORMAL,True
1914,WATER,False
1915,WATER,False
1916,FIRE,True
1917,GROUND,False
1918,WATER,True
1919,ICE,False
1920,NORMAL,False
1921,FIGHTING,False
1922,GRASS,False
1923,PSYCHIC,False
1924,GROUND,False
1925,WATER,False
1926,NORMAL,True
1927,FIGHTING,False
1928,POISON,False
1929,PSYCHIC,False
1930,WATER,True
1931,FIRE,False
1932,WATER,False
1933,GHOST,False
1934,POISON,False
1935,NORMAL,False
1936,GRASS,False
1937,NORMAL,False
1938,BUG,False
1939,WATER,False
1940,FIRE,False
1941,ROCK,True
1942,WATER,False
1943,WATER,False
1944,GHOST,False
1945,BUG,False
1946,WATER,False
1947,WATER,False
1948,DARK,False
1949,FIRE,False
1950,BUG,False
1951,NORMAL,False
1952,BUG,False
1953,BUG,False
1954,GRASS,False
1955,WATER,True
1956,ICE,False
1957,DARK,False
1958,FIRE,False
1959,WATER,False
1960,FIRE,False
1961,WATER,False
1962,ROCK,False
1963,WATER,False
1964,FIRE,False
1965,BUG,False
1966,ICE,False
1967,ELECTRIC,True
1968,BUG,False
1969,STEEL,True
1970,FIGHTING,False
1971,BUG,True
1972,NORMAL,False
1973,WATER,False
1974,BUG,False
1975,GRASS,False
1976,GRASS,True
1977,FIGHTING,False
1978,PSYCHIC,False
1979,BUG,False
1980,WATER,False
1981,DARK,False
1982,POISON,False
1983,FIRE,False
1984,WATER,False
1985,GRASS,False
1986,ROCK,False
1987,WATER,False
1988,BUG,False
1989,BUG,False
1990,PSYCHIC,False
1991,GRASS,False
1992,POISON,True
1993,WATER,False
1994,GHOST,True
1995,NORMAL,False
1996,GRASS,False
1997,DARK,True
1998,PSYCHIC,True
1999,PSYCHIC,False
2000,FIRE,False
2001,NORMAL,False
2002,GRASS,False
2003,WATER,False
2004,NORMAL,False
2005,WATER,False
2006,ICE,False
2007,GROUND,False
2008,ELECTRIC,False
2009,NORMAL,False
2010,FIRE,False
2011,WATER,False
2012,BUG,False
2013,GRASS,False
2014,BUG,False
2015,FIGHTING,False
2016,GRASS,False
2017,ELECTRIC,True
2018,NORMAL,False
2019,FIGHTING,False
2020,FIRE,False
2021,ROCK,True
2022,FIRE,False
2023,BUG,False
2024,FIRE,False
2025,NORMAL,False
2026,POISON,False
2027,FIRE,True
2028,NORMAL,True
2029,GRASS,False
2030,WATER,False
2031,FIRE,False
2032,GHOST,False
2033,FIRE,False
2034,NORMAL,False
2035,POISON,False
2036,BUG,False
2037,ROCK,True
2038,ELECTRIC,False
2039,FIGHTING,False
2040,GRASS,False
2041,NORMAL,True
2042,FIRE,False
2043,POISON,False
2044,ROCK,False
2045,ROCK,True
2046,GRASS,False
2047,ICE,False
2048,NORMAL,False
2049,WATER,True
2050,FIRE,False
2051,BUG,False
2052,ICE,True
2053,WATER,False
2054,NORMAL,False
2055,ELECTRIC,True
2056,POISON,False
2057,ROCK,False
2058,BUG,False
2059,FIGHTING,False
2060,ELECTRIC,False
2061,GRASS,False
2062,WATER,True
2063,WATER,False
2064,WATER,False
2065,ELECTRIC,False
2066,GRASS,False
2067,ELECTRIC,False
2068,FIRE,False
2069,NORMAL,False
2070,ELECTRIC,False
2071,ICE,False
2072,ROCK,False
2073,NORMAL,False
2074,FIRE,False
2075,FIGHTING,False
2076,NORMAL,False
2077,ROCK,False
2078,FIGHTING,False
2079,STEEL,False
2080,GRASS,False
2081,POISON,False
2082,ROCK,False
2083,ELECTRIC,False
2084,FIGHTING,False
2085,PSYCHIC,False
2086,BUG,False
2087,BUG,True
2088,PSYCHIC,False
2089,BUG,True
2090,FIGHTING,False
2091,DRAGON,False
2092,BUG,False
2093,NORMAL,False
2094,ELECTRIC,False
2095,WATER,False
2096,FIRE,False
2097,NORMAL,False
2098,NORMAL,False
2099,WATER,False
2100,WATER,False
2101,WATER,False
2102,ROCK,False
2103,DARK,True
2104,ROCK,False
2105,GRASS,False
2106,ROCK,False
2107,PSYCHIC,False
2108,WATER,True
2109,GRASS,False
2110,ROCK,False
2111,PSYCHIC,False
2112,WATER,True
2113,NORMAL,False
2114,WATER,False
2115,NORMAL,False
2116,ROCK,False
2117,GRASS,False
2118,FIGHTING,False
2119,GRASS,False
2120,GRASS,False
2121,FIRE,False
2122,ROCK,False
2123,ICE,False
2124,ELECTRIC,False
2125,BUG,False
2126,GRASS,False
2127,ELECTRIC,False
2128,GRASS,False
2129,ELECTRIC,False
2130,BUG,True
2131,GROUND,False
2132,GRASS,False
2133,ELECTRIC,True
2134,FIRE,True
2135,WATER,False
2136,PSYCHIC,False
2137,ICE,False
2138,PSYCHIC,False
2139,BUG,False
2140,FIRE,True
2141,WATER,True
2142,BUG,False
2143,WATER,True
2144,BUG,False
2145,WATER,False
2146,STEEL,False
2147,GROUND,True
2148,ROCK,False
2149,NORMAL,False
2150,PSYCHIC,False
2151,PSYCHIC,False
2152,GRASS,True
2153,BUG,False
2154,POISON,False
2155,BUG,True
2156,GRASS,False
2157,WATER,False
2158,DRAGON,False
2159,WATER,True
2160,ROCK,False
2161,GRASS,False
2162,ROCK,False
2163,FIGHTING,False
2164,BUG,False
2165,DARK,False
2166,PSYCHIC,True
2167,NORMAL,False
2168,WATER,False
2169,ROCK,False
2170,BUG,False
2171,WATER,False
2172,BUG,False
2173,NORMAL,False
2174,POISON,True
2175,NORMAL,False
2176,WATER,True
2177,FIRE,True
2178,WATER,False
2179,DARK,True
2180,GRASS,False
2181,NORMAL,False
2182,GRASS,False
2183,ELECTRIC,False
2184,BUG,False
2185,PSYCHIC,False
2186,WATER,True
2187,GHOST,False
2188,GRASS,False
2189,WATER,True
2190,FIGHTING,False
2191,BUG,False
2192,GRASS,False
2193,NORMAL,False
2194,WATER,False
2195,FIRE,False
2196,WATER,False
2197,PSYCHIC,True
2198,GRASS,False
2199,DARK,True
2200,WATER,False
2201,NORMAL,False
2202,WATER,False
2203,NORMAL,False
2204,WATER,False
2205,FIGHTING,False
2206,ROCK,True
2207,NORMAL,False
2208,ELECTRIC,False
2209,ROCK,True
2210,GROUND,False
2211,WATER,False
2212,NORMAL,False
2213,ICE,False
2214,WATER,False
2215,GROUND,True
2216,GRASS,False
2217,FIRE,False
2218,NORMAL,False
2219,DRAGON,False
2220,WATER,False
2221,ICE,True
2222,PSYCHIC,False
2223,FIRE,False
2224,ELECTRIC,False
2225,DARK,False
2226,DARK,False
2227,WATER,True
2228,ROCK,False
2229,PSYCHIC,False
2230,ROCK,False
2231,STEEL,False
2232,WATER,False
2233,GROUND,False
2234,NORMAL,False
2235,NORMAL,False
2236,ICE,True
2237,BUG,False
2238,FIRE,False
2239,PSYCHIC,False
2240,GHOST,False
2241,GRASS,False
2242,GRASS,False
2243,NORMAL,False
2244,ELECTRIC,False
2245,NORMAL,True
2246,BUG,False
2247,GRASS,False
2248,GRASS,False
2249,NORMAL,False
2250,WATER,True
2251,GROUND,False
2252,WATER,False
2253,GROUND,False
2254,GROUND,False
2255,WATER,False
2256,NORMAL,False
2257,WATER,False
2258,BUG,False
2259,GRASS,False
2260,NORMAL,False
2261,NORMAL,True
2262,POISON,False
2263,NORMAL,False
2264,BUG,False
2265,GROUND,False
2266,ELECTRIC,False
2267,DRAGON,True
2268,BUG,False
2269,DARK,False
2270,BUG,False
2271,ROCK,False
2272,WATER,False
2273,FIRE,False
2274,PSYCHIC,True
2275,GROUND,False
2276,GROUND,False
2277,WATER,False
2278,NORMAL,False
2279,ELECTRIC,False
2280,ROCK,False
2281,BUG,True
2282,BUG,False
2283,WATER,False
2284,NORMAL,True
2285,ICE,False
2286,NORMAL,False
2287,BUG,False
2288,BUG,False
2289,STEEL,False
2290,FIRE,False
2291,POISON,False
2292,NORMAL,True
2293,WATER,False
2294,ELECTRIC,False
2295,NORMAL,False
2296,BUG,False
2297,NORMAL,False
2298,WATER,False
2299,PSYCHIC,False
2300,BUG,False
2301,ICE,False
2302,WATER,False
2303,NORMAL,True
2304,GRASS,False
2305,NORMAL,False
2306,GRASS,True
2307,WATER,False
2308,WATER,False
2309,BUG,False
2310,FIGHTING,False
2311,GRASS,False
2312,BUG,False
2313,FIRE,False
2314,NORMAL,False
2315,ROCK,False
2316,GROUND,False
2317,GROUND,False
2318,BUG,False
2319,ELECTRIC,False
2320,WATER,True
2321,ICE,False
2322,FIRE,False
2323,DRAGON,False
2324,ROCK,False
2325,ELECTRIC,False
2326,NORMAL,False
2327,NORMAL,False
2328,PSYCHIC,False
2329,STEEL,False
2330,WATER,False
2331,BUG,False
2332,NORMAL,False
2333,DRAGON,True
2334,ROCK,False
2335,DRAGON,False
2336,WATER,True
2337,PSYCHIC,True
2338,FIRE,False
2339,NORMAL,False
2340,FIRE,True
2341,ROCK,False
2342,NORMAL,False
2343,ROCK,False
2344,NORMAL,False
2345,DARK,False
2346,STEEL,True
2347,GHOST,False
2348,FIGHTING,False
2349,GROUND,False
2350,GRASS,False
2351,WATER,True
2352,ELECTRIC,True
2353,ROCK,False
2354,NORMAL,False
2355,GROUND,True
2356,PSYCHIC,False
2357,ICE,False
2358,GRASS,False
2359,WATER,True
2360,DARK,False
2361,GROUND,True
2362,GROUND,False
2363,ICE,True
2364,GHOST,True
2365,BUG,False
2366,GRASS,False
2367,WATER,False
2368,NORMAL,False
2369,GROUND,False
2370,NORMAL,False
2371,GROUND,False
2372,FIRE,False
2373,DRAGON,False
2374,ELECTRIC,False
2375,PSYCHIC,False
2376,PSYCHIC,False
2377,NORMAL,False
2378,FIRE,False
2379,GHOST,True
2380,GRASS,False
2381,NORMAL,False
2382,WATER,False
2383,ROCK,False
2384,GRASS,False
2385,FIRE,False
2386,PSYCHIC,False
2387,DRAGON,False
2388,NORMAL,False
2389,WATER,False
2390,ROCK,False
2391,GRASS,False
2392,GRASS,False
2393,PSYCHIC,False
2394,NORMAL,False
2395,POISON,False
2396,NORMAL,False
2397,PSYCHIC,False
2398,BUG,False
2399,BUG,False
2400,POISON,False
2401,WATER,False
2402,GHOST,False
2403,GRASS,False
2404,DARK,False
2405,NORMAL,True
2406,POISON,False
2407,GRASS,False
2408,FIRE,False
2409,NORMAL,False
2410,ICE,False
2411,PSYCHIC,True
2412,PSYCHIC,False
2413,GROUND,False
2414,BUG,False
2415,GRASS,False
2416,ICE,False
2417,WATER,False
2418,DARK,False
2419,WATER,False
2420,FIRE,True
2421,PSYCHIC,False
2422,GRASS,False
2423,WATER,False
2424,GHOST,False
2425,DRAGON,False
2426,WATER,False
2427,FIGHTING,False
2428,NORMAL,False
2429,WATER,False
2430,STEEL,False
2431,WATER,False
2432,GRASS,False
2433,DRAGON,False
2434,ROCK,False
2435,FIRE,False
2436,WATER,True
2437,ROCK,False
2438,WATER,False
2439,BUG,False
2440,NORMAL,False
2441,PSYCHIC,False
2442,DRAGON,False
2443,GRASS,False
2444,NORMAL,False
2445,GRASS,False
2446,GRASS,False
2447,WATER,False
2448,WATER,False
2449,GROUND,False
2450,PSYCHIC,False
2451,WATER,False
2452,NORMAL,False
2453,BUG,False
2454,WATER,False
2455,PSYCHIC,False
2456,STEEL,False
2457,FIRE,False
2458,ICE,False
2459,WATER,False
2460,FIRE,False
2461,WATER,False
2462,DARK,False
2463,POISON,False
2464,ICE,False
2465,PSYCHIC,False
2466,BUG,False
2467,WATER,False
2468,WATER,True
2469,NORMAL,False
2470,GHOST,False
2471,NORMAL,False
2472,ELECTRIC,False
2473,GRASS,False
2474,FIGHTING,False
2475,WATER,False
2476,FIRE,False
2477,FIRE,True
2478,PSYCHIC,True
2479,STEEL,False
2480,ICE,False
2481,ROCK,True
2482,POISON,False
2483,BUG,False
2484,WATER,True
2485,POISON,False
2486,NORMAL,False
2487,DARK,False
2488,DRAGON,False
2489,POISON,False
2490,BUG,False
2491,WATER,False
2492,WATER,False
2493,ELECTRIC,False
2494,NORMAL,False
2495,PSYCHIC,True
2496,DRAGON,False
2497,FIRE,False
2498,ICE,False
2499,NORMAL,False
2500,STEEL,False
2501,FIRE,False
2502,GRASS,False
2503,WATER,False
2504,GRASS,False
2505,DRAGON,False
2506,WATER,True
2507,NORMAL,False
2508,POISON,True
2509,NORMAL,False
2510,ROCK,True
2511,ELECTRIC,False
2512,FIRE,False
2513,NORMAL,False
2514,ROCK,False
2515,ROCK,False
2516,PSYCHIC,False
2517,FIRE,False
2518,FIRE,True
2519,PSYCHIC,False
2520,PSYCHIC,False
2521,GHOST,False
2522,WATER,False
2523,GROUND,False
2524,WATER,False
2525,WATER,False
2526,STEEL,False
2527,ELECTRIC,False
2528,FIRE,False
2529,BUG,False
2530,NORMAL,False
2531,GRASS,False
2532,ELECTRIC,False
2533,WATER,False
2534,WATER,False
2535,GRASS,False
2536,FIRE,False
2537,PSYCHIC,True
2538,WATER,False
2539,WATER,False
2540,BUG,False
2541,BUG,False
2542,ELECTRIC,True
2543,ELECTRIC,False
2544,WATER,False
2545,NORMAL,False
2546,ELECTRIC,False
2547,ICE,False
2548,NORMAL,False
2549,WATER,False
2550,ELECTRIC,False
2551,DARK,False
2552,WATER,False
2553,BUG,False
2554,NORMAL,False
2555,WATER,True
2556,NORMAL,True
2557,POISON,False
2558,WATER,False
2559,ROCK,False
2560,GROUND,False
2561,BUG,True
2562,WATER,False
2563,STEEL,True
2564,GROUND,False
2565,FIRE,True
2566,ROCK,False
2567,WATER,False
2568,WATER,False
2569,FIRE,False
2570,GRASS,False
2571,PSYCHIC,False
2572,PSYCHIC,True
2573,POISON,False
2574,NORMAL,False
2575,STEEL,False
2576,GHOST,False
2577,FIRE,False
2578,NORMAL,False
2579,WATER,False
2580,DRAGON,False
2581,FIRE,False
2582,NORMAL,False
2583,ROCK,True
2584,NORMAL,False
2585,GRASS,False
2586,POISON,False
2587,POISON,False
2588,NORMAL,True
2589,FIRE,False
2590,WATER,False
2591,WATER,False
2592,WATER,False
2593,WATER,False
2594,NORMAL,False
2595,BUG,False
2596,PSYCHIC,False
2597,ELECTRIC,True
2598,POISON,False
2599,GRASS,False
2600,ROCK,False
2601,NORMAL,False
2602,WATER,True
2603,WATER,False
2604,NORMAL,False
2605,NORMAL,True
2606,FIGHTING,False
2607,NORMAL,False
2608,NORMAL,False
2609,ELECTRIC,False
2610,ELECTRIC,False
2611,WATER,False
2612,ELECTRIC,False
2613,WATER,False
2614,FIGHTING,False
2615,ROCK,True
2616,ROCK,False
2617,NORMAL,False
2618,NORMAL,False
2619,NORMAL,False
2620,PSYCHIC,False
2621,NORMAL,False
2622,WATER,False
2623,WATER,False
2624,FIRE,True
2625,ELECTRIC,False
2626,POISON,False
2627,STEEL,False
2628,NORMAL,False
2629,NORMAL,False
2630,NORMAL,False
2631,GRASS,False
2632,GHOST,False
2633,PSYCHIC,True
2634,GHOST,False
2635,PSYCHIC,False
2636,DRAGON,False
2637,GRASS,False
2638,STEEL,False
2639,ROCK,False
2640,BUG,True
2641,WATER,False
2642,WATER,False
2643,FIRE,False
2644,NORMAL,False
2645,WATER,False
2646,NORMAL,False
2647,NORMAL,False
2648,WATER,False
2649,FIRE,False
2650,NORMAL,False
2651,NORMAL,True
2652,DRAGON,False
2653,ELECTRIC,False
2654,PSYCHIC,True
2655,NORMAL,False
2656,BUG,False
2657,WATER,False
2658,STEEL,False
2659,STEEL,False
2660,FIGHTING,False
2661,WATER,True
2662,GRASS,False
2663,STEEL,False
2664,DARK,False
2665,WATER,False
2666,NORMAL,False
2667,FIGHTING,False
2668,NORMAL,False
2669,PSYCHIC,False
2670,WATER,False
2671,PSYCHIC,False
2672,WATER,False
2673,NORMAL,False
2674,DRAGON,False
2675,NORMAL,False
2676,NORMAL,False
2677,POISON,False
2678,NORMAL,False
2679,GROUND,False
2680,GRASS,False
2681,NORMAL,False
2682,BUG,False
2683,WATER,False
2684,NORMAL,False
2685,FIRE,False
2686,NORMAL,False
2687,NORMAL,False
2688,WATER,False
2689,GRASS,False
2690,GRASS,False
2691,STEEL,False
2692,NORMAL,False
2693,FIRE,False
2694,ROCK,False
2695,GHOST,False
2696,GRASS,False
2697,NORMAL,False
2698,ROCK,False
2699,FIGHTING,False
2700,GROUND,False
2701,WATER,False
2702,ROCK,False
2703,POISON,False
2704,FIRE,False
2705,WATER,False
2706,ELECTRIC,False
2707,BUG,False
2708,ELECTRIC,False
2709,GRASS,False
2710,BUG,False
2711,NORMAL,False
2712,WATER,True
2713,ELECTRIC,False
2714,POISON,False
2715,ICE,False
2716,WATER,False
2717,BUG,False
2718,ELECTRIC,False
2719,FIRE,False
2720,FIRE,True
2721,PSYCHIC,True
2722,DRAGON,False
2723,FIRE,False
2724,ROCK,False
2725,DARK,False
2726,ROCK,True
2727,FIRE,False
2728,ICE,False
2729,FIRE,False
2730,NORMAL,False
2731,NORMAL,False
2732,NORMAL,True
2733,PSYCHIC,False
2734,WATER,False
2735,STEEL,False
2736,GRASS,False
2737,GRASS,False
2738,DRAGON,True
2739,DARK,False
2740,POISON,False
2741,ELECTRIC,False
2742,NORMAL,False
2743,FIGHTING,False
2744,WATER,False
2745,POISON,False
2746,FIRE,False
2747,FIGHTING,False
2748,BUG,False
2749,NORMAL,False
2750,PSYCHIC,True
2751,WATER,False
2752,BUG,True
2753,NORMAL,False
2754,NORMAL,False
2755,WATER,False
2756,WATER,False
2757,WATER,False
2758,NORMAL,False
2759,PSYCHIC,False
2760,NORMAL,False
2761,BUG,False
2762,NORMAL,False
2763,WATER,False
2764,FIGHTING,False
2765,ICE,False
2766,WATER,False
2767,NORMAL,False
2768,GROUND,False
2769,WATER,False
2770,NORMAL,False
2771,FIRE,True
2772,BUG,False
2773,STEEL,False
2774,WATER,True
2775,DRAGON,False
2776,ROCK,False
2777,GRASS,False
2778,POISON,False
2779,ICE,False
2780,NORMAL,False
2781,FIGHTING,False
2782,GRASS,False
2783,STEEL,False
2784,ROCK,False
2785,WATER,False
2786,BUG,False
2787,GROUND,False
2788,BUG,False
2789,WATER,False
2790,FIRE,False
2791,NORMAL,False
2792,PSYCHIC,False
2793,FIGHTING,False
2794,WATER,False
2795,GHOST,False
2796,ROCK,True
2797,STEEL,False
2798,NORMAL,True
2799,GRASS,False
2800,WATER,False
2801,WATER,False
2802,ELECTRIC,False
2803,WATER,False
2804,FIRE,True
2805,NORMAL,False
2806,WATER,True
2807,POISON,False
2808,WATER,True
2809,STEEL,False
2810,GRASS,False
2811,ELECTRIC,False
2812,GROUND,True
2813,GRASS,False
2814,POISON,False
2815,WATER,False
2816,GRASS,False
2817,POISON,False
2818,DRAGON,False
2819,STEEL,True
2820,POISON,False
2821,DRAGON,False
2822,DRAGON,False
2823,BUG,False
2824,ELECTRIC,False
2825,NORMAL,False
2826,PSYCHIC,False
2827,BUG,False
2828,STEEL,False
2829,ELECTRIC,False
2830,DRAGON,False
2831,GHOST,False
2832,ELECTRIC,False
2833,GROUND,False
2834,WATER,False
2835,DARK,False
2836,WATER,False
2837,POISON,False
2838,FIGHTING,False
